periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,1T,CIBUBUR - KOTA,18585
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,6P,CIBUBUR - KUNINGAN,2108
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,1U,TAMAN MINI - BALAI KOTA,6397
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,D31,CINERE - KUNINGAN,2319
201911,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,474
201911,ANGKUTAN UMUM LAINNYA,G1,GRATIS GATE NON BRT,3957
201911,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RT/RW JUMANTIK,13749
201911,ANGKUTAN UMUM LAINNYA,,ROMBONGAN HUT TNI,1446
201911,ANGKUTAN UMUM LAINNYA,,RM FESTIVAL BAKAR BATU,1858
201911,ANGKUTAN UMUM LAINNYA,,MILAD BANK JABAR,3906
201911,ANGKUTAN UMUM LAINNYA,,KONGRES VIII LMND,256
201911,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PRA PON GULAT,0
201911,ANGKUTAN UMUM LAINNYA,,ROMBONGAN KEGIATAN PERTIKAWAN,0
201911,ANGKUTAN UMUM LAINNYA,,ROMBONGAN KORPRI DKI,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK - PLUMPANG,105862
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,83589
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,82792
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - JEMBATAN DUA,68926
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,11759
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,13011
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG - TAWAKAL,89118
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-8,ROXY - BENDUNGAN HILIR,16725
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-9,ROXY KARET,2094
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,65322
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,80113
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,63344
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-13,TANAH ABANG - KOTA INTAN,725
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,162745
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,TANJUNG PRIOK - BULAK TURI,188212
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,157349
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,58569
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,STASIUN KALIBATA - KUNINGAN,41755
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,246895
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,14684
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,166231
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,PENAS KALIMALANG - DWIKORA,79327
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,110069
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,102073
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN - DUREN SAWIT,9127
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,88469
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,130669
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,176281
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,271353
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,PONDOK LABU - BLOK M,150204
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,181242
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,66053
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-34,RAWAMANGUN - KLENDER,101746
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-36,CILANGKAP - CILILITAN,148565
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,141777
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,125348
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-39,DUREN SAWIT - KALIMALANG,91457
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,64408
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,4381
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-43,TONGTEK - CILILTAN,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,ANDARA - LENTENG AGUNG,95523
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS - RAGUNAN,126875
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-47,PASAR MINGGU - CIGANJUR,97308
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-49,LEBAK BULUS - CIPULIR,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURI KEMBANGAN,107291
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,232669
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-52,KALIDERES - ANGKE,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-54,GROGOL - BENHIL,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-56,GROGOL - SRENGSENG,60082
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,CILINCING - ROROTAN,133076
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWASENGON - RAWAMANGUN,143444
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,9672
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG - CEMPAKA PUTIH,67136
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-64,LENTENG AGUNG - ASELI,86996
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,183598
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-73,CIBUBUR - JAMBORE,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-74,RAWAMANGUN - CIPINANG,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-75,CILILITAN - KAMPUNG PULO,94199
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,90669
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-80,RAWA BUAYA - RAWA KOMPENI,0
201911,ANGKUTAN INTEGRASI BUS KECIL,JAK-84,KAMPUNG MELAYU - KAPIN RAYA,0
201911,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,53087
201911,ANGKUTAN WISATA,BW2,JAKARTA MODERN,36611
201911,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,1833
201911,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,12121
201911,ANGKUTAN WISATA,BW5,WISATA KALIJODO,11818
201911,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2314
201911,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8875
201911,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,2134
201911,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,23734
201911,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4676
201911,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,27143
201911,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8337
201911,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7885
201911,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3295
201911,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,651
201911,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,4685
201911,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,11551
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7286
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,32259
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8797
201911,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,44193
201910,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,8071
201910,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,38143
201910,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,43094
201910,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,56973
201910,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,23858
201910,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,110438
201910,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,83176
201910,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,105674
201910,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,13357
201910,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,10933
201910,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,109248
201910,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,77985
201910,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,16239
201910,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,7814
201910,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,26438
201910,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,7536
201910,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,8923
201910,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,58612
201910,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,44507
201910,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,140745
201910,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,64808
201910,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,6411
201910,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,16053
201910,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,83859
201910,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,67955
201910,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,693
201910,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9398
201910,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,13934
201910,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,40464
201910,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,8152
201910,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9111
201910,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,307
201910,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10423
201910,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,4104
201910,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,6859
201910,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6896
201910,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,8244
201910,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,2866
201910,ANGKUTAN UMUM INTEGRASI,10F,LRT PEGANGSAAN - KELAPA GADING,0
201910,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,63747
201910,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,43112
201910,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,83348
201910,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,52545
201910,TRANSJABODETABEK,D11,DEPOK - BKN,110139
201910,TRANSJABODETABEK,D21,UI - LEBAK BULUS,138423
201910,TRANSJABODETABEK,S11,BSD - GROGOL 2,125578
201910,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,157416
201910,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,103609
201910,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,62682
201910,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,225668
201910,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,85867
201910,TRANSJABODETABEK,7C,CIBUBUR - BKN,178382
201910,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,104683
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B13,BEKASI BARAT - BLOK M,18607
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B14,BEKASI BARAT - KUNINGAN,16116
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B23,BEKASI TIMUR - TEBET,973
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B24,BEKASI TIMUR - KALIDERES,3338
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,1K,CIBUBUR JUNCTION - BLOK M,19471
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,1T,CIBUBUR - KOTA,15968
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,6P,CIBUBUR - KUNINGAN,18347
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,1U,TAMAN MINI - BALAI KOTA,5439
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,D31,CINERE - KUNINGAN,2247
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,S31,BINTARO - BLOK M VIA JORR,15289
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,S12,BSD - MRT FATMAWATI,19892
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B15,JATI BENING - BLOK M,5027
201910,ANGKUTAN EKSEKUTIF ROYAL TRANS,B16,JATI BENING - KUNINGAN,1466
201910,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),412508
201910,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,213685
201910,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,4687
201910,ANGKUTAN UMUM LAINNYA,G1,GRATIS GATE NON BRT,3449
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6326
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN ACARA ISOCARP 55,1
201910,ANGKUTAN UMUM LAINNYA,,ACARA LENONG BETAWI,112
201910,ANGKUTAN UMUM LAINNYA,,ACARA ANAK YATIM,1914
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RT/RW JUMANTIK,9252
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN IKADA,200
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PKK DKI,892
201910,ANGKUTAN UMUM LAINNYA,,ACARA PEKAN OLAHRAGA MAHASISWA (POMNAS),352
201910,ANGKUTAN UMUM LAINNYA,,ACARA JAKARTA URBAN KAMPUNG COMPEREN (JUKC),200
201910,ANGKUTAN UMUM LAINNYA,,ROMBONGAN HUT TNI,0
201910,ANGKUTAN UMUM LAINNYA,,RM FESTIVAL BAKAR BATU,0
201910,ANGKUTAN UMUM LAINNYA,,MILAD BANK JABAR,0
201910,ANGKUTAN UMUM LAINNYA,,KONGRES VIII LMND,0
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK - PLUMPANG,94884
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,78887
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,74315
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - JEMBATAN DUA,69606
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,11126
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,116468
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG - TAWAKAL,80757
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-8,ROXY - BENDUNGAN HILIR,17147
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-9,ROXY KARET,0
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,51101
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64979
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48199
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-13,TANAH ABANG - KOTA INTAN,0
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,127424
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,TANJUNG PRIOK - BULAK TURI,175585
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,14719
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,55867
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,STASIUN KALIBATA - KUNINGAN,40948
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,235625
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,143263
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,152556
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,PENAS KALIMALANG - DWIKORA,72467
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89301
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,90685
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN - DUREN SAWIT,84539
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,81208
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,117709
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,160182
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,240146
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,PONDOK LABU - BLOK M,143159
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,166305
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,60805
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-34,RAWAMANGUN - KLENDER,865
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-36,CILANGKAP - CILILITAN,109654
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149179
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110509
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-39,DUREN SAWIT - KALIMALANG,81094
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58206
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,0
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,ANDARA - LENTENG AGUNG,8952
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS - RAGUNAN,119089
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-47,PASAR MINGGU - CIGANJUR,75798
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURI KEMBANGAN,101168
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,209954
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-56,GROGOL - SRENGSENG,48756
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,CILINCING - ROROTAN,114797
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWASENGON - RAWAMANGUN,127911
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76369
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60777
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-64,LENTENG AGUNG - ASELI,7784
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152794
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-75,CILILITAN - KAMPUNG PULO,30653
201910,ANGKUTAN INTEGRASI BUS KECIL,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,7405
201910,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,64036
201910,ANGKUTAN WISATA,BW2,JAKARTA MODERN,38488
201910,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,21248
201910,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,10349
201910,ANGKUTAN WISATA,BW5,WISATA KALIJODO,15585
201910,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3285
201910,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8108
201910,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,17293
201910,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,25038
201910,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3995
201910,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2568
201910,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7642
201910,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7072
201910,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2537
201910,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5548
201910,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,47016
201910,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10225
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,619
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,31498
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8282
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38316
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3269
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3279
201910,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7014
201910,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8968
201910,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),11419
201910,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30419
201910,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6683
201910,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,42969
201910,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21743
201910,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,39236
201910,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,5908
201910,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20722
201910,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,391
201910,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,216
201910,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,12
201910,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7779
201910,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,443021
201910,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,70
201910,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6252
201910,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7149
201910,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,1094
201910,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,557
201910,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,978
201910,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,376
