periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201901,BRT,1,KORIDOR 1,2223257
201901,BRT,2,KORIDOR 2,781605
201901,BRT,3,KORIDOR 3,9192
201901,BRT,4,KORIDOR 4,669417
201901,BRT,5,KORIDOR 5,890939
201901,BRT,6,KORIDOR 6,976411
201901,BRT,7,KORIDOR 7,872467
201901,BRT,8,KORIDOR 8,911731
201901,BRT,9,KORIDOR 9,1408962
201901,BRT,10,KORIDOR 10,737123
201901,BRT,11,KORIDOR 11,267869
201901,BRT,12,KORIDOR 12,208326
201901,BRT,13,KORIDOR 13,654831
201901,ANGKUTAN UMUM INTEGRASI,1A,BALAIKOTA - PIK,93208
201901,ANGKUTAN UMUM INTEGRASI,1B,ST. PALMERAH - TOSARI,62726
201901,ANGKUTAN UMUM INTEGRASI,1F,ST. PALMERAH - SENAYAN,33011
201901,ANGKUTAN UMUM INTEGRASI,1C,BLOK M - PESANGGARAHAN,44429
201901,ANGKUTAN UMUM INTEGRASI,1E,BLOK M - PONDOK LABU,94933
201901,ANGKUTAN UMUM INTEGRASI,1H,TANAH ABANG - GONDANGDIA,66742
201901,ANGKUTAN UMUM INTEGRASI,,TANAH ABANG - BLOK M,6973
201901,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,30102
201901,ANGKUTAN UMUM INTEGRASI,,SENEN - TANAH ABANG,351
201901,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2933
201901,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,30808
201901,ANGKUTAN UMUM INTEGRASI,3E,CENTRAL LAND - PURI KEMBANGAN,20084
201901,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,21583
201901,ANGKUTAN UMUM INTEGRASI,4B,ST. MANGGARAI - UI,190476
201901,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,15118
201901,ANGKUTAN UMUM INTEGRASI,4F,PULO GADUNG - PONDOK GEDE,115361
201901,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,36993
201901,ANGKUTAN UMUM INTEGRASI,5B,ST. TEBET - BIDARA CINA,3884
201901,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,51805
201901,ANGKUTAN UMUM INTEGRASI,6C,ST. TEBET - KARET,253604
201901,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - SENEN,117637
201901,ANGKUTAN UMUM INTEGRASI,6M,ST. MANGGARAI - BLOK M,85123
201901,ANGKUTAN UMUM INTEGRASI,6N,BLOK M - RAGUNAN VIA KEMANG,85214
201901,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,101146
201901,ANGKUTAN UMUM INTEGRASI,7B,BLOK M - KAMPUNG RAMBUTAN,58589
201901,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,59773
201901,ANGKUTAN UMUM INTEGRASI,7E,RAGUNAN - RAMBUTAN,8435
201901,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,80413
201901,ANGKUTAN UMUM INTEGRASI,8D,BLOK M - JOGLO,73632
201901,ANGKUTAN UMUM INTEGRASI,8E,BLOK M - BINTARO KODAM,44576
201901,ANGKUTAN UMUM INTEGRASI,8K,TANAH ABANG - BATU SARI,19579
201901,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,104496
201901,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,58748
201901,ANGKUTAN UMUM INTEGRASI,9H,BLOK M - CIPEDAK,45502
201901,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,12366
201901,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG (VIA PIK),78573
201901,ANGKUTAN UMUM INTEGRASI,11Q,PULO GEBANG - KAMPUNG MELAYU VIA BKT,54884
201901,ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,754
201901,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - SENEN,31479
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,5403
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,20294
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,159723
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,121785
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,49015
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,33549
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,189943
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,78069
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,91339
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,26632
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,56265
201901,ANGKUTAN UMUM INTEGRASI,S23,BLOK M - REMPOA,26401
201901,ANGKUTAN UMUM INTEGRASI,,KOTA TUA EXPLORER,63
201901,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,59908
201901,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,39147
201901,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,79232
201901,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,16989
201901,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,12887
201901,TRANSJABODETABEK,B22,BEKASI TIMUR - PASAR BARU,50869
201901,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,991
201901,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,57
201901,TRANSJABODETABEK,1K,BLOK M - CIBUBUR,7037
201901,ANGKUTAN EKSEKUTIF ROYAL TRANS,,CIBUBUR - KOTA,2854
201901,ANGKUTAN EKSEKUTIF ROYAL TRANS,,CIBUBUR - KUNINGAN,3891
201901,TRANSJABODETABEK,13A,CBD CILEDUG - MONAS,0
201901,TRANSJABODETABEK,D11,DEPOK - BNN,81429
201901,TRANSJABODETABEK,S11,SERPONG - GROGOL 2,105524
201901,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,142021
201901,TRANSJABODETABEK,S22,CIPUTAT - KP. RAMBUTAN,90436
201901,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,203194
201901,TRANSJABODETABEK,T12,PORIS PLAWAD - PASAR BARU,72051
201901,TRANSJABODETABEK,7C,CIBUBUR JUNCTION - UKI,156181
201901,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,9853
201901,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),364618
201901,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,196539
201901,ANGKUTAN UMUM LAINNYA,,POLDA - GBK (VIA SCBD),24266
201901,ANGKUTAN UMUM LAINNYA,,STASIUN PALMERAH - ISTORA SENAYAN,0
201901,ANGKUTAN UMUM LAINNYA,,RAGUNAN - DEPARTEMEN PERTANIAN,0
201901,ANGKUTAN UMUM LAINNYA,,RAGUNAN - SMK 57,1927
201901,ANGKUTAN UMUM LAINNYA,,MARUNDA-RAGUNAN,112
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK-PLUMPANG,56764
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,56551
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,43344
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - TUBAGUS ANGKE,51852
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,64763
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,54469
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG-TAWAKAL,7827
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,0
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,14081
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,50111
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,58266
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,68223
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,100217
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,144605
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,97307
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,102751
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,34171
201901,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,34022
201901,ANGKUTAN WISATA,BW1,HISTORY OF JAKARTA,111866
201901,ANGKUTAN WISATA,BW2,JAKARTA MODERN,4742
201901,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,28786
201901,ANGKUTAN WISATA,BW5,WISATA KALIJODO,23693
201901,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2488
201901,ANGKUTAN WISATA,BW7,JAKARTA SHOPING MALL,9016
201901,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,12731
201901,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG,29048
201901,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4186
201901,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN DAAN MOGOT - KALIDERES,29113
201901,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7622
201901,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - KALIDERES,4724
201901,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG,2877
201901,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,7322
201901,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,46827
201901,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,9265
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7467
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,28216
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8079
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,36469
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2863
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - RADIN INTEN,3118
201901,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,6416
201901,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8828
201901,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7146
201901,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,26118
201901,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4925
201901,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,5315
201901,ANGKUTAN UMUM LAINNYA,,ACARA PEDULI PALU&LOMBOK ANCOL,0
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAGUYUBAN FR DISABEL,0
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN YAYASAN PEMATA DISABEL,0
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN KGPM PULOGEBANG,0
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN LANSIA PONDOK PINANG,0
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN NATAL DKI ANCOL,7968
201901,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL,51
201901,ANGKUTAN UMUM LAINNYA,,GRATIS GATE NON BRT,2696
201901,ANGKUTAN UMUM LAINNYA,,GRATIS PNS DKI DAN PENSIUNAN PNS,36024
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TENAGA KONTRAK DKI,15781
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA KJP,34689
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KARYAWAN SWASTA TERTENTU,2682
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENGHUNI RUMAH SUSUN,24923
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KTP KEPULAUAN SERIBU,773
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA RASKIN,1228
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TNI/POLRI,3
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS VETERAN,0
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENYANDANG DISABILITAS,7543
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS LANSIA,394736
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS MARBOT,12
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PAUD,6023
201901,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS JUMANTIK,5992
201902,BRT,1,KORIDOR 1,1992685
201902,BRT,2,KORIDOR 2,689898
201902,BRT,3,KORIDOR 3,849307
201902,BRT,4,KORIDOR 4,571404
201902,BRT,5,KORIDOR 5,793867
201902,BRT,6,KORIDOR 6,878813
201902,BRT,7,KORIDOR 7,778593
201902,BRT,8,KORIDOR 8,840084
201902,BRT,9,KORIDOR 9,1269564
201902,BRT,10,KORIDOR 10,660344
201902,BRT,11,KORIDOR 11,233418
201902,BRT,12,KORIDOR 12,189321
201902,BRT,13,KORIDOR 13,594052
201902,ANGKUTAN UMUM INTEGRASI,1A,BALAIKOTA - PIK,87218
201902,ANGKUTAN UMUM INTEGRASI,1B,ST. PALMERAH - TOSARI,56313
201902,ANGKUTAN UMUM INTEGRASI,1F,ST. PALMERAH - SENAYAN,27249
201902,ANGKUTAN UMUM INTEGRASI,1C,BLOK M - PESANGGARAHAN,41241
201902,ANGKUTAN UMUM INTEGRASI,1E,BLOK M - PONDOK LABU,90158
201902,ANGKUTAN UMUM INTEGRASI,1H,TANAH ABANG - GONDANGDIA,51419
201902,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,28161
201902,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,28269
201902,ANGKUTAN UMUM INTEGRASI,1R,SENEN - TANAH ABANG,1295
201902,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2309
201902,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,26559
201902,ANGKUTAN UMUM INTEGRASI,3E,CENTRAL LAND - PURI KEMBANGAN,20852
201902,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,19437
201902,ANGKUTAN UMUM INTEGRASI,4B,ST. MANGGARAI - UI,167948
201902,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,13431
201902,ANGKUTAN UMUM INTEGRASI,4F,PULO GADUNG - PONDOK GEDE,105442
201902,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,33443
201902,ANGKUTAN UMUM INTEGRASI,5B,ST. TEBET - BIDARA CINA,32963
201902,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,48798
201902,ANGKUTAN UMUM INTEGRASI,6C,ST. TEBET - KARET,222987
201902,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - SENEN,113978
201902,ANGKUTAN UMUM INTEGRASI,6M,ST. MANGGARAI - BLOK M,72458
201902,ANGKUTAN UMUM INTEGRASI,6N,BLOK M - RAGUNAN VIA KEMANG,77974
201902,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,94725
201902,ANGKUTAN UMUM INTEGRASI,7B,BLOK M - KAMPUNG RAMBUTAN,54613
201902,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,52519
201902,ANGKUTAN UMUM INTEGRASI,7E,RAGUNAN - RAMBUTAN,87
201902,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,71673
201902,ANGKUTAN UMUM INTEGRASI,8D,BLOK M - JOGLO,61478
201902,ANGKUTAN UMUM INTEGRASI,8E,BLOK M - BINTARO KODAM,39339
201902,ANGKUTAN UMUM INTEGRASI,8K,TANAH ABANG - BATU SARI,20446
201902,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,94222
201902,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,57126
201902,ANGKUTAN UMUM INTEGRASI,9H,BLOK M - CIPEDAK,39103
201902,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,9716
201902,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG (VIA PIK),7186
201902,ANGKUTAN UMUM INTEGRASI,11Q,PULO GEBANG - KAMPUNG MELAYU VIA BKT,50486
201902,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,150
201902,ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - CAKUNG - CILINCING,1569
201902,ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,6662
201902,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - SENEN,28389
201902,ANGKUTAN UMUM INTEGRASI,S23,BLOK M - REMPOA,30548
201902,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER (KOTA TUA),3
201902,TRANSJABODETABEK,12K,ASEMKA - EXPLORER,432
201902,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,54488
201902,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,34366
201902,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,707
201902,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,14455
201902,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,10753
201902,ANGKUTAN EKSEKUTIF ROYAL TRANS,B22,BEKASI TIMUR - PASAR BARU,45386
201902,ANGKUTAN EKSEKUTIF ROYAL TRANS,B23,BEKASI TIMUR - TEBET,920
201902,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,5053
201902,TRANSJABODETABEK,1K,BLOK M - CIBUBUR,7368
201902,ANGKUTAN EKSEKUTIF ROYAL TRANS,CKT,CIBUBUR - KOTA,4316
201902,ANGKUTAN EKSEKUTIF ROYAL TRANS,CKN,CIBUBUR - KUNINGAN,4886
201902,TRANSJABODETABEK,D11,DEPOK - BNN,74269
201902,TRANSJABODETABEK,S11,SERPONG - GROGOL 2,97986
201902,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,127101
201902,TRANSJABODETABEK,S22,CIPUTAT - KP. RAMBUTAN,79591
201902,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,180512
201902,TRANSJABODETABEK,T12,PORIS PLAWAD - PASAR BARU,65911
201902,TRANSJABODETABEK,7C,CIBUBUR JUNCTION - UKI,1438
201902,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,856
201902,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),325998
201902,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,220747
201902,ANGKUTAN UMUM LAINNYA,X,POLDA - GBK (VIA SCBD),1977
201902,ANGKUTAN UMUM LAINNYA,,RAGUNAN - SMK 57,0
201902,ANGKUTAN UMUM LAINNYA,,MARUNDA-RAGUNAN,0
201902,ANGKUTAN UMUM LAINNYA,JAK-1,TANJUNG PRIOK-PLUMPANG,53593
201902,ANGKUTAN UMUM LAINNYA,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,5086
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,4241
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - TUBAGUS ANGKE,53607
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,75574
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,63508
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG-TAWAKAL,79468
201902,ANGKUTAN UMUM INTEGRASI,7N,KAMPUNG RAMBUTAN - GANDARIA,1512
201904,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,118439
201904,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,8007
201904,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,8738
201904,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,11004
201904,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,92905
201904,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,72716
201904,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,63315
201904,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,10631
201904,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,6408
201904,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,90598
201904,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,76844
201904,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,48356
201904,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,31531
201904,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,108139
201904,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,61785
201904,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,52657
201904,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,10304
201904,TRANSJABODETABEK,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),77757
201904,TRANSJABODETABEK,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,57327
201904,TRANSJABODETABEK,11T,PULO GEBANG - STASIUN CAKUNG,1023
201904,TRANSJABODETABEK,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,6355
201904,TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,12804
201904,TRANSJABODETABEK,12B,PLUIT - STASIUN SENEN,29298
201904,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER,5789
201904,TRANSJABODETABEK,12K,ASEMKA EXPLORER,5952
201904,TRANSJABODETABEK,1Q,REMPOA - BLOK M,40476
201904,TRANSJABODETABEK,,CSW - PAKUBUWONO,13
201904,TRANSJABODETABEK,,CSW - KRAMTA PELA,9
201904,TRANSJABODETABEK,,CSW - WIJAYA,12
201904,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,57611
201904,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,3787
201904,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,74794
201904,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,1669
201904,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,12221
201904,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,47914
201904,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,845
201904,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,5084
201904,ANGKUTAN EKSEKUTIF ROYAL TRANS,1K,CIBUBUR JUNCTION - BLOK M,11258
201904,ANGKUTAN EKSEKUTIF ROYAL TRANS,1T,CIBUBUR - KOTA,7937
201904,TRANSJABODETABEK,6P,CIBUBUR - KUNINGAN,8564
201904,TRANSJABODETABEK,1U,TAMAN MINI - BALAI KOTA,222
201904,TRANSJABODETABEK,D31,CINERE - KUNINGAN,810
201904,TRANSJABODETABEK,S31,BINTARO - BLOK M VIA JORR,3879
201904,TRANSJABODETABEK,S12,BSD - BUNDERAN SENAYAN,4763
201904,TRANSJABODETABEK,D11,DEPOK - BKN,86741
201904,TRANSJABODETABEK,S11,BSD - GROGOL 2,10593
201904,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,142157
201904,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,96647
201904,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,200373
201904,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,71479
201904,TRANSJABODETABEK,7C,CIBUBUR - BKN,163816
201904,ANGKUTAN UMUM LAINNYA,2B,HARAPAN INDAH - ASMI,88021
201904,ANGKUTAN UMUM LAINNYA,S41,PONDOK CABE - TANAH ABANG,19263
201904,ANGKUTAN UMUM LAINNYA,D21,JATIJAJAR - LEBAK BULUS,49217
201904,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),346616
201904,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,289405
201904,ANGKUTAN UMUM LAINNYA,NC3,POLDA - GBK (VIA SCBD),24254
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN JIC-CIBUBUR (BERBAYAR),55
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK-PLUMPANG,58337
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,55925
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,53128
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - TUBAGUS ANGKE,611
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,81507
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,72412
